WKT,nid,parent_nid,name,serial,type,latitude,longitude,status
"POINT (109.3245803 -0.0137049)",20.0,0.0,Provinsi Kalimantan Barat,61.0,1.0,-0.2787808,111.4752851,1.0
"POINT (113.8959746 -2.2164515)",21.0,0.0,Provinsi Kalimantan Tengah,62.0,1.0,-1.6814878,113.3823545,1.0
"POINT (114.589243 -3.3186308)",22.0,0.0,Provinsi Kalimantan Selatan,63.0,1.0,-3.0926415,115.2837585,1.0
"POINT (117.1262513 -0.4853725)",23.0,0.0,Provinsi Kalimantan Timur,64.0,1.0,1.6406296,116.419389,1.0
