WKT,nama,deskripsi
"POLYGON ((106.7800249 -6.3163311, 106.7714419 -6.3569369, 106.7618288 -6.3569369, 106.7587389 -6.3610314, 106.7419161 -6.3606902, 106.7377962 -6.3688792, 106.7316164 -6.3791152, 106.7316164 -6.3937864, 106.736423 -6.4149396, 106.7377962 -6.4326803, 106.7388262 -6.4606548, 106.7858614 -6.4630428, 106.7834582 -6.4500792, 106.7999377 -6.4507615, 106.8009676 -6.4647485, 106.8229403 -6.4674776, 106.8342699 -6.4599725, 106.8298067 -6.4551965, 106.8284334 -6.4463266, 106.8476595 -6.4459854, 106.8517794 -6.4596313, 106.864139 -6.4609959, 106.8819918 -6.4609959, 106.8902315 -6.4463266, 106.8867983 -6.4432562, 106.8857683 -6.4343861, 106.8943514 -6.4326803, 106.8964114 -6.4186925, 106.8974413 -6.4077749, 106.9043078 -6.4111867, 106.9163241 -6.4105043, 106.9180407 -6.3989042, 106.8991579 -6.3968571, 106.898128 -6.3931041, 106.9049944 -6.3900334, 106.9104876 -6.3627375, 106.9047401 -6.3617004, 106.895127 -6.3705717, 106.8875739 -6.3678421, 106.8704078 -6.3541938, 106.8587348 -6.356241, 106.854615 -6.3500992, 106.8504951 -6.3364503, 106.8360755 -6.3419099, 106.8388221 -6.3507816, 106.8278358 -6.3582883, 106.8141029 -6.3555586, 106.8058631 -6.3637476, 106.7935035 -6.3637476, 106.7928169 -6.3494167, 106.80037 -6.3419099, 106.80037 -6.3309907, 106.8113563 -6.313929, 106.7800249 -6.3163311))",Kota Depok,
