WKT,nama,deskripsi
"POLYGON ((106.8062509 -6.2127549, 106.7983703 -6.2146351, 106.7981986 -6.2148378, 106.798381 -6.2166616, 106.798381 -6.2180802, 106.7982744 -6.2198217, 106.7983227 -6.2199017, 106.7983281 -6.2205416, 106.7984353 -6.2206803, 106.8030809 -6.2225734, 106.804782 -6.2247587, 106.8053748 -6.2243054, 106.8063886 -6.2235961, 106.8068999 -6.2232668, 106.8074363 -6.2229522, 106.8081149 -6.2225149, 106.8087945 -6.2220624, 106.8087623 -6.2220202, 106.8083008 -6.2213159, 106.8083169 -6.2156418, 106.8061659 -6.2155938, 106.8061369 -6.2153946, 106.806137 -6.214532, 106.8062805 -6.2145327, 106.8062817 -6.2145081, 106.8062241 -6.2145081, 106.8062187 -6.2143268, 106.8062817 -6.2143281, 106.8062509 -6.2127549))",Gelora Bung Karno,
