WKT,nama,deskripsi
"POLYGON ((106.8893964 -6.3015089, 106.8893964 -6.3027086, 106.8903781 -6.3027192, 106.8904613 -6.3026659, 106.8904827 -6.3024553, 106.8904264 -6.3024233, 106.8903486 -6.3022554, 106.8903352 -6.3018261, 106.8903915 -6.3017115, 106.8905203 -6.3016582, 106.8904452 -6.3015115, 106.8893964 -6.3015089))",Taman Mini Indonesia Indah,
