WKT,nama,deskripsi
"POLYGON ((106.8509277 -6.2328181, 106.8507551 -6.2331406, 106.8506693 -6.2336205, 106.8508732 -6.2344951, 106.8516134 -6.2349324, 106.8524503 -6.2354657, 106.8526971 -6.2359456, 106.8527001 -6.236409, 106.8523675 -6.2374116, 106.8517344 -6.2398492, 106.8519329 -6.2402811, 106.8527 -6.2421155, 106.8539445 -6.2420355, 106.8535797 -6.2416836, 106.8532901 -6.2413103, 106.8531291 -6.2409903, 106.8530321 -6.2407483, 106.8529463 -6.2397351, 106.8529999 -6.2392978, 106.8534505 -6.237826, 106.8535601 -6.2372016, 106.8535816 -6.2365937, 106.8535065 -6.2358685, 106.8532597 -6.2347273, 106.8527984 -6.2348446, 106.8525609 -6.2335073, 106.8517133 -6.2335233, 106.8516919 -6.2335766, 106.8513754 -6.2335393, 106.8513056 -6.2335179, 106.8512681 -6.2332886, 106.8513006 -6.2330381, 106.851039 -6.2329034, 106.8509277 -6.2328181))",Tebet Eco Park,
